name,price,url,image_url,type,size,vivino_score
African Dream Pinotage Rouge 75 cl,3.99,https://www.carrefour.be/fr/african-dream-pinotage-rouge-75-cl/07020309.html,https://cdn.carrefour.eu/420_07020309_T1.webp,Red,75cl,3.5
Château de Tourteyron Cru Bourgeois Médoc 75cl,11.99,https://www.carrefour.be/fr/chateau-de-tourteyron-cru-bourgeois-medoc-75cl/05841798.html,https://cdn.carrefour.eu/420_05841798_T1.webp,Red,75cl,
Tempranillo Reserva Rouge 75cl,8.99,https://www.carrefour.be/fr/tempranillo-reserva-rouge-75cl/06654140.html,https://cdn.carrefour.eu/420_06654140_T1.webp,Red,75cl,4.1
La Botte Montepulciano d'Abruzzo 1.5 L,8.99,https://www.carrefour.be/fr/la-botte-montepulciano-dabruzzo-1.5-l/04339061.html,https://cdn.carrefour.eu/420_04339061_T1.webp,Red,Other,3.3
Rioja Crianza Special edition 75 cl,8.49,https://www.carrefour.be/fr/rioja-crianza-special-edition-75-cl/06836040.html,https://cdn.carrefour.eu/420_06836040_M1_20250610.webp,Red,75cl,3.4
Bordeaux Château Lavergne Blanc 750ml,3.99,https://www.carrefour.be/fr/bordeaux-chateau-lavergne-blanc-750ml/01451066.html,https://cdn.carrefour.eu/420_01451066_T1.webp,White,Other,3.3
Château Pique-Sègue Bergerac Rouge 75cl,7.19,https://www.carrefour.be/fr/chateau-pique-segue-bergerac-rouge-75cl/00850878.html,https://cdn.carrefour.eu/420_00850878_ZST_003_10000000000224273.webp,Red,75cl,3.4
Château Ventenac Cabardès Cuvée Carla 75cl,6.99,https://www.carrefour.be/fr/chateau-ventenac-cabardes-cuvee-carla-75cl/00889834.html,https://cdn.carrefour.eu/420_00889834_T1.webp,Red,75cl,3.5
The Fortune Bar Glühwein 0% alc. 75cl,6.99,https://www.carrefour.be/fr/the-fortune-bar-gluhwein-0-alc.-75cl/06993626.html,https://cdn.carrefour.eu/420_06993626_05415270101237_C1N1_MPM.webp,Red,75cl,
Sud-Ouest Saint-Mont Boiseraie 75cl,5.99,https://www.carrefour.be/fr/sud-ouest-saint-mont-boiseraie-75cl/01049742.html,https://cdn.carrefour.eu/420_01049742_T1.webp,Red,75cl,
Alentejano Pousio Selection 75cl,6.99,https://www.carrefour.be/fr/alentejano-pousio-selection-75cl/06202128.html,https://cdn.carrefour.eu/420_06202128_T1.webp,Red,75cl,3.8
Pays D'oc Cote des Roses Sauvignon Blanc 75cl,9.99,https://www.carrefour.be/fr/pays-doc-cote-des-roses-sauvignon-blanc-75cl/07109251.html,https://cdn.carrefour.eu/420_07109251_M1_20240514.webp,White,75cl,3.7
Tempranillo Roble Toro Rouge 75cl,7.49,https://www.carrefour.be/fr/tempranillo-roble-toro-rouge-75cl/06200234.html,https://cdn.carrefour.eu/420_06200234_T1.webp,Red,75cl,3.8
Ramón Bilbao Rioja Reserva Rouge 75cl,12.99,https://www.carrefour.be/fr/ram%C3%B3n-bilbao-rioja-reserva-rouge-75cl/07236336.html,https://cdn.carrefour.eu/420_07236336_M1_20250724.webp,Red,75cl,4.1
Siglo Tempranillo Rouge 75cl,9.99,https://www.carrefour.be/fr/siglo-tempranillo-rouge-75cl/07247434.html,https://cdn.carrefour.eu/420_07247434_M1_20250605.webp,Red,75cl,3.7
Plantaranas Macabeo Sauvignon Blanc Bio 75cl,7.99,https://www.carrefour.be/fr/plantaranas-macabeo-sauvignon-blanc-bio-75cl/07248716.html,https://cdn.carrefour.eu/420_07248716_M1_20250514.webp,White,75cl,3.5
Talamanca Chile Carménère Rouge 75 cl,6.99,https://www.carrefour.be/fr/talamanca-chile-carmenere-rouge-75-cl/07155927.html,https://cdn.carrefour.eu/420_07155927_T1.webp,Red,75cl,3.8
Bourgogne Mercurey A.O.C Jacques Valorge Rouge 75cl,22.99,https://www.carrefour.be/fr/bourgogne-mercurey-a.o.c-jacques-valorge-rouge-75cl/07190481.html,https://cdn.carrefour.eu/420_07190481_M1_20250514.webp,Red,75cl,3.0
Masso Antico Negroamaro Rouge 375ml,5.99,https://www.carrefour.be/fr/masso-antico-negroamaro-rouge-375ml/07101213.html,https://cdn.carrefour.eu/420_07101213_M1_20241112.webp,Red,Other,3.9
Rouge 75cl,9.49,https://www.carrefour.be/fr/rouge-75cl/05566757.html,https://cdn.carrefour.eu/420_05566757_T1.webp,Red,75cl,3.5
Luxemburg Domaines Vinsmoselle Pinot Blanc 75 cl,9.99,https://www.carrefour.be/fr/luxemburg-domaines-vinsmoselle-pinot-blanc-75-cl/06074555.html,https://cdn.carrefour.eu/420_06074555_T1.webp,White,75cl,3.5
Domaine Lalande Cabernet Sauvignon Bag in Box Rouge 3L,16.99,https://www.carrefour.be/fr/domaine-lalande-cabernet-sauvignon-bag-in-box-rouge-3l/05290482.html,https://cdn.carrefour.eu/420_05290482_T1.webp,Red,Box,3.7
Sud-Ouest Saint-Mont Boiseraie Blanc 75cl,5.99,https://www.carrefour.be/fr/sud-ouest-saint-mont-boiseraie-blanc-75cl/01394761.html,https://cdn.carrefour.eu/420_01394761_T1.webp,White,75cl,3.4
Grand Sud Merlot 6x1L,35.94,https://www.carrefour.be/fr/grand-sud-merlot-6x1l/04584515.html,https://cdn.carrefour.eu/420_04584515_T1.webp,Red,Other,3.1
Afrique du Sud Stony Cape Syrah Rosé 37.5 cl,3.99,https://www.carrefour.be/fr/afrique-du-sud-stony-cape-syrah-rose-37.5-cl/05782319.html,https://cdn.carrefour.eu/420_05782319_T1.webp,Red,Other,3.9
Bordeaux Haut-Médoc Château Verdignan Rouge 75cl,17.99,https://www.carrefour.be/fr/bordeaux-haut-medoc-chateau-verdignan-rouge-75cl/01458037.html,https://cdn.carrefour.eu/420_01458037_M1_20210902.webp,Red,75cl,
IGPOC TENT.LALANDE SV BIB BL4X,71.96,https://www.carrefour.be/fr/igpoc-tent.lalande-sv-bib-bl4x/05289715.html,https://cdn.carrefour.eu/420_05289715_M1_20240806.webp,White,Box,4.0
Brut Royal Blanc 75cl,11.99,https://www.carrefour.be/fr/brut-royal-blanc-75cl/07214179.html,https://cdn.carrefour.eu/420_07214179_M19_20250217.webp,White,75cl,3.3
Palacio de Primavera Reserva Rouge 75cl,6.99,https://www.carrefour.be/fr/palacio-de-primavera-reserva-rouge-75cl/07247459.html,https://cdn.carrefour.eu/420_07247459_M1_20250804.webp,Red,75cl,3.8
Poggio Scudieri Barbaresco Rouge 75cl,21.99,https://www.carrefour.be/fr/poggio-scudieri-barbaresco-rouge-75cl/07190779.html,https://cdn.carrefour.eu/420_07190779_M1_20250509.webp,Red,75cl,
Boa Noite Lisboa Vinho Rouge 75cl,6.99,https://www.carrefour.be/fr/boa-noite-lisboa-vinho-rouge-75cl/07245613.html,https://cdn.carrefour.eu/420_07245613_M1_20250514.webp,Red,75cl,3.8
D.O Rueda Dama DEL Lago Blanc75cl,5.99,https://www.carrefour.be/fr/d.o-rueda-dama-del-lago-blanc75cl/07155949.html,https://cdn.carrefour.eu/420_07155949_M1_20241014.webp,White,75cl,3.2
Bourgogne Louis Naudin Maranges Rouge 75cl,21.99,https://www.carrefour.be/fr/bourgogne-louis-naudin-maranges-rouge-75cl/07190453.html,https://cdn.carrefour.eu/420_07190453_M1_20250514.webp,Red,75cl,4.0
Gérard Bertrand Terrasses Du Larzac Rouge 75cl,9.99,https://www.carrefour.be/fr/gerard-bertrand-terrasses-du-larzac-rouge-75cl/07109166.html,https://cdn.carrefour.eu/420_07109166_M1_20240514.webp,Red,75cl,3.7
Premium Sparkling Wine - Blanc- 75cl,59.94,https://www.carrefour.be/fr/premium-sparkling-wine---blanc--75cl/07214154.html,https://cdn.carrefour.eu/420_07214154_M1_20250324.webp,White,75cl,3.4
Garnacha Nefer Rouge 75cl,4.99,https://www.carrefour.be/fr/garnacha-nefer-rouge-75cl/07156055.html,https://cdn.carrefour.eu/420_07156055_M1_20250514.webp,Red,75cl,3.6
Catalogne Clos del Pinell Garnacha Blanca Blanc 75cl,5.99,https://www.carrefour.be/fr/catalogne-clos-del-pinell-garnacha-blanca-blanc-75cl/07190948.html,https://cdn.carrefour.eu/420_07190948_main_20251007_01_PM.webp,White,75cl,3.0
In Cantos Cannonau di Sardegna Rouge 75cl,6.99,https://www.carrefour.be/fr/in-cantos-cannonau-di-sardegna-rouge-75cl/06842168.html,https://cdn.carrefour.eu/420_06842168_main_20220519_01_PM.webp,Red,75cl,3.7
Carta Sparkling Semi-Sec Blanc 75cl,9.99,https://www.carrefour.be/fr/carta-sparkling-semi-sec-blanc-75cl/07214155.html,https://cdn.carrefour.eu/420_07214155_M1_20250326.webp,White,75cl,
Riebeiro Gran Alanis Blanc 75cl,8.99,https://www.carrefour.be/fr/riebeiro-gran-alanis-blanc-75cl/07155956.html,https://cdn.carrefour.eu/420_07155956_M1_20241015.webp,White,75cl,3.7
Boa Noite Lisboa Vinho Rosé 75cl,6.99,https://www.carrefour.be/fr/boa-noite-lisboa-vinho-rose-75cl/07245611.html,https://cdn.carrefour.eu/420_07245611_M1_20250514.webp,Rosé,75cl,3.8
Boa Noite Lisboa Vinho Blanc 75cl,6.99,https://www.carrefour.be/fr/boa-noite-lisboa-vinho-blanc-75cl/07245610.html,https://cdn.carrefour.eu/420_07245610_M1_20250514.webp,White,75cl,3.8
Bourgogne Camille Villard Blanc 75cl,16.99,https://www.carrefour.be/fr/bourgogne-camille-villard-blanc-75cl/07190156.html,https://cdn.carrefour.eu/420_07190156_M1_20250514.webp,White,75cl,4.0
Côtes du Rhône Ventoux La Ferme Julien by Perrin 75cl,5.99,https://www.carrefour.be/fr/cotes-du-rhone-ventoux-la-ferme-julien-by-perrin-75cl/05339582.html,https://cdn.carrefour.eu/420_05339582.webp,Red,75cl,3.8
